year,emirate,waste_type,percentage,tons_per_day,tons_per_year
2028,Dubai,textile,0.05503067954541499,1202.386618784102,438871.1158561972
2028,Dubai,construction,0.03931133370547586,858.928546848352,313508.91959964845
2028,Dubai,hazardous,0.010279155679785063,224.59325132578564,81976.53673391177
2028,Sharjah,organic,0.40085092459982113,2203.393981455694,804238.8032313283
2028,Sharjah,plastic,0.1740983136438496,956.9821420454697,349298.48184659646
2028,Sharjah,paper,0.13768698342010863,756.836649174571,276245.3769487184
2028,Sharjah,metal,0.07535243716490919,414.1966410653337,151181.7739888468
2028,Sharjah,glass,0.08248541468052094,453.40513171169584,165492.87307476898
2028,Sharjah,textile,0.05991260371315743,329.3270947714562,120204.38959158151
2028,Sharjah,construction,0.06017200272626559,330.752957078868,120724.82933378682
2028,Sharjah,hazardous,0.020140645229821074,110.70892882765696,40408.75902209479
2028,Ajman,organic,0.3567414648304567,511.28445498350794,186618.8260689804
2028,Ajman,plastic,0.19238901304632586,275.73332897243796,100642.66507493985
2028,Ajman,paper,0.13715007612820604,196.56448391129032,71746.03662762097
2028,Ajman,metal,0.08882113670551715,127.29909738156931,46464.1705442728
2028,Ajman,glass,0.0772298271343565,110.68634842777843,40400.517176139125
2028,Ajman,textile,0.0709349462263175,101.66447945108854,37107.534999647316
2028,Ajman,construction,0.06509623245059094,93.29639251719144,34053.183268774876
2028,Ajman,hazardous,0.02084764164904305,29.878991227689887,10905.831798106808
2028,Umm Al Quwain,organic,0.3217515227209154,299.7469339065222,109407.6308758806
2028,Umm Al Quwain,plastic,0.1676048941330914,156.14239429007563,56991.97391587761
2028,Umm Al Quwain,paper,0.15910390831958043,148.22279095382976,54101.318698147865
2028,Umm Al Quwain,metal,0.08386071815669124,78.12548307493431,28515.801322351024
2028,Umm Al Quwain,glass,0.07746916147762715,72.17104500036766,26342.431425134193
2028,Umm Al Quwain,textile,0.07032622433198665,65.51661337441419,23913.56388166118
2028,Umm Al Quwain,construction,0.0775212229605701,72.21954599814012,26360.134289321144
2028,Umm Al Quwain,hazardous,0.021323019285184205,19.864737852095733,7250.629316014943
2028,Ras Al Khaimah,organic,0.3864300807190855,695.5998479772913,253893.94451171134
2028,Ras Al Khaimah,plastic,0.1835231604821338,330.353895571824,120579.17188371577
2028,Ras Al Khaimah,paper,0.1360201081711998,244.84524183437438,89368.51326954665
2028,Ras Al Khaimah,metal,0.07913234372012004,142.44348203787143,51991.87094382307
2028,Ras Al Khaimah,glass,0.08188400549026574,147.396656245833,53799.77952972904
2028,Ras Al Khaimah,textile,0.05877934306252866,105.80672711196785,38619.455395868266
2028,Ras Al Khaimah,construction,0.07755249051295321,139.59964118395365,50953.869032143084
2028,Ras Al Khaimah,hazardous,0.020334316045047693,36.60312138055246,13360.139303901648
2028,Fujairah,organic,0.39438022306300646,428.2555906800917,156313.29059823346
2028,Fujairah,plastic,0.1622658971981955,176.2037586776918,64314.37191735751
2028,Fujairah,paper,0.13345211693810013,144.9150130373149,52893.97975861994
2028,Fujairah,metal,0.08633740714781497,93.75337588864846,34219.98219935669
2028,Fujairah,glass,0.07740995602767935,84.059099580806,30681.57134699419
2028,Fujairah,textile,0.05521245950701142,59.954944686205195,21883.554810464895
2028,Fujairah,construction,0.08234577906265367,89.4188861160391,32637.893432354274
2028,Fujairah,hazardous,0.01950789882996371,21.183533675873193,7731.989791693715
2029,Abu Dhabi,organic,0.4371858156650876,12437.638714629242,4539738.130839673
2029,Abu Dhabi,plastic,0.15090389957489145,4293.113171308856,1566986.3075277326
2029,Abu Dhabi,paper,0.13365421552153328,3802.37140771622,1387865.5638164203
2029,Abu Dhabi,metal,0.07982228968514572,2270.8897793675633,828874.7694691606
2029,Abu Dhabi,glass,0.05741162527674945,1633.3216395083264,596162.3984205391
2029,Abu Dhabi,textile,0.05402128398805237,1536.868738803039,560957.0896631092
2029,Abu Dhabi,construction,0.06943654219129398,1975.4223362773012,721029.152741215
2029,Abu Dhabi,hazardous,0.019184025649730464,545.7724646453626,199206.94959555732
2029,Dubai,organic,0.3655982138331195,10071.177740021347,3675979.8751077917
2029,Dubai,plastic,0.21163215366506238,5829.85625864475,2127897.5344053335
2029,Dubai,paper,0.16409794748598366,4520.425793596468,1649955.4146627109
2029,Dubai,metal,0.0902688478046753,2486.646751077382,907626.0641432444
2029,Dubai,glass,0.06814047721530812,1877.0738788086362,685131.9657651522
2029,Dubai,textile,0.05730082881204076,1578.472787287782,576142.5673600404
2029,Dubai,construction,0.0390778941529239,1076.4834258722105,392916.4504433568
2029,Dubai,hazardous,0.01,275.4711964927275,100546.98671984553
2029,Sharjah,organic,0.395761550649365,2725.7535962188626,994900.0626198848
2029,Sharjah,plastic,0.18854290046927316,1298.563461135663,473975.66331451695
2029,Sharjah,paper,0.1236558957494591,851.6630834392898,310857.0254553408
2029,Sharjah,metal,0.08394235968672606,578.1415309692565,211021.6588037786
2029,Sharjah,glass,0.08040034467078455,553.7463865907224,202117.43110561368
2029,Sharjah,textile,0.06484865418248968,446.63624361144906,163022.2289181789
2029,Sharjah,construction,0.05782617499291081,398.26987786935183,145368.5054223134
2029,Sharjah,hazardous,0.019955231169573647,137.43892764366845,50165.208589938986
2029,Ajman,organic,0.3592381969541577,646.4246599925038,235945.0008972639
2029,Ajman,plastic,0.20367490957179973,366.4991231034259,133772.17993275047
2029,Ajman,paper,0.13588867894864826,244.5224194726151,89250.6831075045
2029,Ajman,metal,0.0842727017509203,151.64298517771485,55349.68958986592
2029,Ajman,glass,0.0704550046168874,126.77898060504288,46274.32792084065
2029,Ajman,textile,0.0711160222309082,127.96843676537142,46708.47941936057
2029,Ajman,construction,0.06792444100903602,122.2254038037333,44612.27238836265
2029,Ajman,hazardous,0.018649413767252123,33.558349462192254,12248.797553700173
2029,Umm Al Quwain,organic,0.36893949331113973,430.497909111601,157131.73682573438
2029,Umm Al Quwain,plastic,0.1899779668776366,221.67623418163927,80911.82547629834
2029,Umm Al Quwain,paper,0.157103320290739,183.31637606119955,66910.47726233784
2029,Umm Al Quwain,metal,0.08259670326086674,96.37815603364375,35178.026952279964
2029,Umm Al Quwain,glass,0.07415089112442018,86.52314042428652,31580.946254864582
2029,Umm Al Quwain,textile,0.07126619759232794,83.1571290416391,30352.35210019827
2029,Umm Al Quwain,construction,0.07294064293941856,85.1109595041216,31065.50021900438
2029,Umm Al Quwain,hazardous,0.020603344885294687,24.04106108083266,8774.98729450392
2029,Ras Al Khaimah,organic,0.3574186711668906,807.1785108858335,294620.15647332923
2029,Ras Al Khaimah,plastic,0.1551464777801842,350.37594005635117,127887.21812056817
2029,Ras Al Khaimah,paper,0.13579440903999593,306.67208435886386,111935.31079098531
2029,Ras Al Khaimah,metal,0.08237616583867828,186.03468771529668,67902.6610160833
2029,Ras Al Khaimah,glass,0.08603784666000674,194.30406564972205,70920.98396214854
2029,Ras Al Khaimah,textile,0.05720507337507887,129.18940633756233,47154.13331321025
2029,Ras Al Khaimah,construction,0.07415413327284263,167.46641320048496,61125.240818177015
2029,Ras Al Khaimah,hazardous,0.020900743522150777,47.201314294906936,17228.479717641032
2029,Fujairah,organic,0.3913276822377989,531.8085159046962,194110.1083052141
2029,Fujairah,plastic,0.17494225245699838,237.74392630789086,86776.53310238017
2029,Fujairah,paper,0.13001142130447232,176.68359319537345,64489.51151631131
2029,Fujairah,metal,0.07768530527243103,105.57317762005303,38534.20983131936
2029,Fujairah,glass,0.07277807697891535,98.90432715423225,36100.07941129477
2029,Fujairah,textile,0.06511701599467405,88.493058907155,32299.966501111576
2029,Fujairah,construction,0.08050225826859897,109.40137496019166,39931.50186046996
2029,Fujairah,hazardous,0.01911320305359931,25.974559458696906,9480.714202424371
2030,Abu Dhabi,organic,0.38814658330351687,9545.674220616014,3484171.0905248453
2030,Abu Dhabi,plastic,0.153721469949675,3780.4662876714715,1379870.1950000871
2030,Abu Dhabi,paper,0.13519164178197074,3324.762925432713,1213538.4677829402
2030,Abu Dhabi,metal,0.07703939094076347,1894.6268232384607,691538.7904820382
2030,Abu Dhabi,glass,0.060091074371413526,1477.817515832103,539403.3932787176
2030,Abu Dhabi,textile,0.04610371364390273,1133.8268832863318,413846.8123995111
2030,Abu Dhabi,construction,0.07838350529970557,1927.6825767543444,703604.1405153357
2030,Abu Dhabi,hazardous,0.019574560629265304,481.3964280926082,175709.696253802
2030,Dubai,organic,0.3575943164339601,8520.113292298369,3109841.3516889047
2030,Dubai,plastic,0.2292296849813712,5461.672057530693,1993510.3009987029
2030,Dubai,paper,0.15934115936348872,3796.4941485690897,1385720.3642277177
2030,Dubai,metal,0.0867654400574352,2067.2906284347914,754561.0793786988
2030,Dubai,glass,0.06967386718308655,1660.0634144085375,605923.1462591161
2030,Dubai,textile,0.056969916898684914,1357.376568705224,495442.4475774067
2030,Dubai,construction,0.040259712554350506,959.235917111622,350121.10974574205
2030,Dubai,hazardous,0.010418873574073428,248.24215360713967,90608.38606660598
2030,Sharjah,organic,0.3878343396460686,2295.9969533390977,838038.8879687707
2030,Sharjah,plastic,0.17242185278722916,1020.7452208843454,372572.00562278606
2030,Sharjah,paper,0.12211430310351987,722.9222356655514,263866.61601792625
2030,Sharjah,metal,0.09175916340783115,543.2184262424694,198274.72557850133
2030,Sharjah,glass,0.08162357194475775,483.2152631890293,176373.5710639957
2030,Sharjah,textile,0.06565942537579922,388.7067884664529,141877.9777902553
